282,Flamingo,Maglie,0,1,0,0,0,0,0,0,0,0,0
283,Il Piccolo Borgo,Taranto,0,0,1,0,0,0,0,0,0,0,0
284,El Caribe,Pulsano,0,1,0,0,0,0,0,0,0,0,0
285,al Kebab,Leporano,0,0,1,0,0,0,0,0,0,0,0
286,Don Piccio,Maruggio,0,0,1,0,0,0,0,0,0,0,0
287,Zio Angiulino,Lecce,0,0,1,0,0,0,0,0,0,0,0
288,I Maccheroni,Lecce,0,0,1,0,0,0,0,0,0,0,0
290,Madigan's Pub,Lecce,0,1,0,0,0,0,0,0,0,0,0
291,Queen King,Leporano,0,0,1,0,0,0,0,0,0,0,0
292,Don Giovanni,Martina Franca,0,0,1,0,0,0,0,0,0,0,0
293,Zona Franca,Galatina,0,0,1,0,0,0,0,0,0,0,0
294,Pensiero notturno,Manduria,0,1,1,0,0,0,0,0,0,0,0
295,El Cohiba59,Pulsano,0,1,0,0,0,0,0,0,0,0,0
296,Caffè Nenè,Grottaglie,0,1,0,0,0,0,0,1,0,0,0
297,La Lanterna,Monteparano,0,0,1,0,0,0,0,0,0,0,0
298,Baia dell'Aragosta,Salve,0,0,1,0,0,0,0,0,0,0,0
299,Le Arcate,Leporano,0,0,1,0,0,0,0,0,0,0,0
300,Havana Bar,Pulsano,0,0,1,0,0,0,0,0,0,0,0
301,Peach Pit,Polignano a Mare,0,1,0,0,0,0,0,0,0,0,0
302,Odino,Acquaviva delle Fonti,0,1,0,0,0,0,0,0,0,0,0
303,Alle Calende Greche,Martignano,0,0,1,0,0,0,0,0,0,0,0
304,La Cascina nuova gestione,Taranto,0,1,1,0,0,0,0,0,0,0,0
305,099 Cafè,Leporano,0,1,0,0,0,0,0,0,0,0,0
306,Gebenà,Carosino,0,1,1,0,0,0,0,0,0,0,0
307,La Nonna Tinda,Lecce,0,0,1,0,0,0,0,0,0,0,0
309,Anthony's steakhouse,Pulsano,0,0,1,0,0,0,0,0,0,0,0
310,Triade,Copertino,0,1,0,0,0,0,0,0,0,0,0
311,Golosoasi,Mesagne,0,1,1,0,0,0,0,0,0,0,0
312,I Templari,Martina Franca,0,0,1,0,0,0,0,0,0,0,0
313,Old Times,Sava,0,1,0,0,0,0,0,0,0,0,0
315,Osteria degli Spiriti,Lecce,0,0,1,0,0,0,0,1,0,0,0
317,Pesce Fritto,Taranto,0,0,1,0,0,0,0,0,0,0,0
318,Osteria Aragonese (CHIUSO),Taranto,0,0,1,0,0,0,0,0,0,0,0
319,Giardini Virgilio,Taranto,0,1,0,0,0,0,0,0,0,0,0
320,Bar Fod,Cisternino,0,1,0,0,0,0,0,1,0,0,0
321,Il Cantinone,Putignano,0,0,1,0,0,0,0,0,0,0,0
322,Il Simposio,Putignano,0,0,1,0,0,0,0,0,0,0,0
323,La Locanda del Conte Bracco,Putignano,0,0,1,0,0,0,0,0,0,0,0
324,Osteria del Tempo Perso,Ostuni,0,0,1,0,0,0,0,0,0,0,0
325,Tenuta Moreno,Mesagne,0,0,1,0,0,0,0,0,0,0,0
326,Calaluna,Andrano,0,1,0,0,0,0,0,0,0,0,0
327,Country Sun,Grottaglie,0,0,1,0,0,0,0,0,0,0,0
328,Long Island,Castrignano de' Greci,0,1,0,0,0,0,0,0,0,0,0
329,L'Acchiatura,Racale,0,0,1,0,0,0,0,1,0,0,0
330,Napul'é,Lecce,0,0,1,0,0,0,0,0,0,0,0
331,Nettuno,Francavilla Fontana,0,1,1,0,0,0,0,0,0,0,0
332,La Cambusa,Faggiano,0,0,1,0,0,0,0,0,0,0,0
333,Teatro Socrate,Castellana Grotte,0,0,0,0,0,0,0,0,0,0,1
334,Teatro Impero,Brindisi,0,0,0,0,0,0,0,0,0,0,1
335,Teatro Kennedy,Fasano,0,0,0,0,0,0,0,0,0,0,1
336,Cantieri Teatrali Koreja,Lecce,0,0,0,0,0,0,0,0,0,0,1
337,Teatro Politeama Greco,Lecce,0,0,0,0,0,0,0,0,0,0,1
338,Teatro Team,Bari,0,0,0,0,0,0,0,0,0,0,1
339,Angolo Divino,Ruvo di Puglia,0,1,1,0,0,0,0,1,0,0,0
340,Teatro Italia,Gallipoli,0,0,0,0,0,0,0,0,0,0,1
341,Cineteatro Multisala Vignola,Polignano a Mare,0,0,0,0,0,0,0,0,0,0,1
343,Teatro Comunale,Ceglie Messapica,0,0,0,0,0,0,0,0,0,0,1
344,Teatro Padre Turoldo,Taranto,0,0,0,0,0,0,0,0,0,0,1
345,Kingstone Pub,Palagiano,0,1,0,0,0,0,0,0,0,0,0
346,Teatro Sala Margherita,Putignano,0,0,0,0,0,0,0,0,0,0,1
347,Nakirò,Grottaglie,0,1,0,0,0,0,0,0,0,0,0
348,Pizzeria Gran Menù Da Cataldo,Grottaglie,0,0,1,0,0,0,0,0,0,0,0
349,Paradiso,Grottaglie,0,0,1,0,0,0,0,0,0,0,0
350,Airport restaurant,Grottaglie,0,0,1,0,0,0,0,0,0,0,0
351,Teatro Rossini,Gioia del Colle,0,0,0,0,0,0,0,0,0,0,1
352,Charlie Pub,Gioia del Colle,0,1,1,0,0,0,0,0,0,0,0
353,Trattoria Dai Bizantini (ex Ciacco),Gioia del Colle,0,0,1,0,0,0,0,0,0,0,0
354,Teatro Monticello,Grottaglie,0,0,0,0,0,0,0,0,0,0,1
355,Light Spirit,Castellana Grotte,0,1,1,0,0,0,0,1,0,0,0
356,The Dickens' Inn,Bari,0,1,0,0,0,0,0,0,0,0,0
357,La Magiada,Lecce,0,0,1,0,0,0,0,0,0,0,0
358,La Locanda,Alezio,0,0,1,0,0,0,0,0,0,0,0
359,Taverna Vecchia del Maltese,Bari,0,1,0,0,0,0,0,0,0,0,0
360,Masseria Le Stanzìe,Supersano,0,0,1,0,0,0,0,1,0,0,0
361,Gesù Cristo,Taranto,0,0,1,0,0,0,0,0,0,0,0
362,La Maschera di Ferro,Acquaviva delle Fonti,0,1,1,0,0,0,0,0,0,0,0
363,Il Localetto,Altamura,0,0,1,0,0,0,0,0,0,0,0
364,Fornello Dambrosio,Altamura,0,0,1,0,0,0,0,0,0,0,0
365,Osteria Fravina,Andria,0,0,1,0,0,0,0,0,0,0,0
366,Teatro Filograna,Casarano,0,0,0,0,0,0,0,0,0,0,1
367,Angels,Giovinazzo,0,1,0,0,0,0,0,0,0,0,0
368,Teatro Ideal,Manduria,0,0,0,0,0,0,0,0,0,0,1
369,Teatro Tommaso Traetta,Bitonto,0,0,0,0,0,0,0,0,0,0,1
370,Auditorium Cinema Comunale,Locorotondo,0,0,0,0,0,0,0,0,0,0,1
371,Il Porto,Taranto,0,0,1,0,0,0,0,0,0,0,0
372,Pizze Sfizi,Locorotondo,0,0,1,0,0,0,0,0,0,0,0
373,Morrison's Pub,Martano,0,1,0,0,0,0,0,0,0,0,0
374,Antica Mola,Mola di Bari,0,0,1,0,0,0,0,0,0,0,0
375,Il Re della Brace,Pulsano,0,0,1,0,0,0,0,0,0,0,0
376,La Sala Azzurra,Mottola,0,0,1,0,0,0,0,0,0,0,0
378,L'Arco Antico,Locorotondo,0,0,1,0,0,0,0,0,0,0,0
380,Teatro Orfeo,Taranto,0,0,0,0,0,0,0,0,0,0,1
381,Teatro Kursaal Santa Lucia,Bari,0,0,0,0,0,0,0,0,0,0,1
382,Sirtaki,Porto Cesareo,0,1,0,0,0,0,0,0,0,0,0
383,Nuovo Teatro Verdi,Brindisi,0,0,0,0,0,0,0,0,0,0,1
384,Gallo Nero,Monopoli,0,1,1,0,0,0,0,0,0,0,0
385,Hard Castle 2.0,Polignano a Mare,0,1,1,0,0,0,0,0,0,0,0
386,Martins,Galatina,0,1,0,0,0,0,0,0,0,0,0
387,Teatro Kismet OperA,Bari,0,0,0,0,0,0,0,0,0,0,1
389,Saint Patrick Irish Pub,Barletta,0,1,1,0,0,0,0,0,0,0,0
390,AncheCinema Royal,Bari,0,0,0,0,0,0,0,0,0,0,1
391,Roses Café,Monopoli,0,1,1,0,0,0,0,0,0,0,0
392,La Pignata,Taranto,0,0,1,0,0,0,0,0,0,0,0
393,Piccolo Teatro Murge,Santeramo in Colle,0,0,0,0,0,0,0,0,0,0,1
394,Il Rugantino,Cisternino,0,0,1,0,0,0,0,0,0,0,0
